#node	score1
GNAI3_MOUSE	-5.0784
APOH_MOUSE	-4.1044
COX5A_MOUSE	-4.398
ARP2_MOUSE	-4.9372
DHSD_MOUSE	-4.4916
COMT_MOUSE	-2.2166
ODB2_MOUSE	-4.3718
MCM7_MOUSE	1.711
RADI_MOUSE	-3.4302
SAP3_MOUSE	23.8803
3HAO_MOUSE	-2.5117
RAB5B_MOUSE	9.0379
RL13_MOUSE	-3.762
PEDF_MOUSE	8.5923
DDX3X_MOUSE	1.7641
AOXA_MOUSE	-5.0116
PDIP2_MOUSE	-4.7244
FTCD_MOUSE	-4.3032
SYYC_MOUSE	-4.559
SYHC_MOUSE	-4.6472
TCPG_MOUSE	-4.6887
SND1_MOUSE	-3.9194
IMB1_MOUSE	-1.5009
PSA_MOUSE	-4.3935
RM10_MOUSE	-4.4669
CP51A_MOUSE	4.0633
TBB6_MOUSE	-4.0694
AFG31_MOUSE	-3.2614
ITA3_MOUSE	-3.2519
PLAK_MOUSE	-4.1502
FXR1_MOUSE	-4.7779
GSTT1_MOUSE	-4.1162
MCA3_MOUSE	-0.0853
COASY_MOUSE	-4.5401
PABP1_MOUSE	-5.0904
CPNS1_MOUSE	-4.4429
CLPB_MOUSE	-0.2574
UBA1_MOUSE	-3.3812
EMD_MOUSE	-4.4422
BIEA_MOUSE	-3.7768
SF3A1_MOUSE	-3.9822
RHOC_MOUSE	8.3519
NDUAB_MOUSE	-5.0129
SMD1_MOUSE	-1.9624
PON1_MOUSE	1.3873
CLPP_MOUSE	-3.0156
XPO2_MOUSE	-4.3914
YKT6_MOUSE	-4.9038
PEX6_MOUSE	1.3603
GNMT_MOUSE	-2.4007
TIM44_MOUSE	-4.1941
AP2A2_MOUSE	10.367
APOE_MOUSE	-4.7218
APOC2_MOUSE	3.5892
CP2F2_MOUSE	5.522
AP1M1_MOUSE	-0.3587
RAB8A_MOUSE	-4.8194
CP2CT_MOUSE	-3.9612
ATPD_MOUSE	-3.9516
PPP5_MOUSE	-4.5474
LIPS_MOUSE	-2.8455
GLU2B_MOUSE	-2.2166
RS11_MOUSE	-3.3163
INMT_MOUSE	13.7322
SYG_MOUSE	0.0033
TPM4_MOUSE	3.8865
DUS3_MOUSE	-0.7385
