#node	score1
GNAI3_MOUSE	-5.3404
APOH_MOUSE	-2.6634
COX5A_MOUSE	-5.0349
ARP2_MOUSE	-4.4583
DHSD_MOUSE	-0.3784
COMT_MOUSE	-5.1857
ODB2_MOUSE	-4.7095
MCM7_MOUSE	-4.4251
RADI_MOUSE	-2.9527
3HAO_MOUSE	-1.9378
RAB5B_MOUSE	1.7773
RL13_MOUSE	-4.3116
DDX3X_MOUSE	-5.0746
AOXA_MOUSE	-4.8887
PDIP2_MOUSE	-5.3718
FTCD_MOUSE	-5.3218
SYYC_MOUSE	-5.0045
SYHC_MOUSE	-4.0617
TCPG_MOUSE	-5.3747
IMB1_MOUSE	-3.718
PSA_MOUSE	-5.0082
RM10_MOUSE	-3.6373
CP51A_MOUSE	9.7549
TBB6_MOUSE	-0.1193
AFG31_MOUSE	-5.2665
ITA3_MOUSE	-5.1747
PLAK_MOUSE	-3.1477
GSTT1_MOUSE	-5.1397
MCA3_MOUSE	0.9591
COASY_MOUSE	-5.2992
PABP1_MOUSE	-2.6463
CPNS1_MOUSE	-0.3635
CLPB_MOUSE	-4.9497
UBA1_MOUSE	-4.2964
EMD_MOUSE	-5.2972
BIEA_MOUSE	-3.3146
SF3A1_MOUSE	-4.3503
NDUAB_MOUSE	-4.6745
SMD1_MOUSE	1.9598
PON1_MOUSE	-4.8292
CLPP_MOUSE	-4.4322
XPO2_MOUSE	-5.363
YKT6_MOUSE	-4.5743
GNMT_MOUSE	-3.3795
TIM44_MOUSE	-5.0277
AP2A2_MOUSE	-3.2702
APOE_MOUSE	-4.1049
APOC2_MOUSE	2.2373
CP2F2_MOUSE	-5.156
RAB8A_MOUSE	-2.1165
CP2CT_MOUSE	-4.2486
ATPD_MOUSE	-5.2728
PPP5_MOUSE	-4.6287
GLU2B_MOUSE	-4.9668
RS11_MOUSE	-4.2861
INMT_MOUSE	-2.2579
SYG_MOUSE	-1.8501
TPM4_MOUSE	3.2607
PROD_MOUSE	-5.017
KLC4_MOUSE	-5.1397
SYFA_MOUSE	-5.0703
GCDH_MOUSE	-1.5165
CALR_MOUSE	-4.6597
RL8_MOUSE	-5.033
GSTM5_MOUSE	-4.3443
GSTM4_MOUSE	3.2807
GSTM7_MOUSE	-5.0737
GSTM1_MOUSE	28.2765
EIF3G_MOUSE	-1.0601
ADH1_MOUSE	17.2611
PHB2_MOUSE	-4.7364
PTN6_MOUSE	-5.0711
RS5_MOUSE	6.8194
BID_MOUSE	-5.3599
DJB11_MOUSE	9.6722
NDRG2_MOUSE	-4.6403
ETFB_MOUSE	-1.5873
MK14_MOUSE	-3.252
U2AF2_MOUSE	-4.5549
SGTA_MOUSE	-2.9506
KAPCB_MOUSE	9.9082
CD44_MOUSE	2.0689
WDR1_MOUSE	-1.7701
PRDX2_MOUSE	-5.0186
UFD1_MOUSE	-4.179
THIOM_MOUSE	-4.9524
NDUS3_MOUSE	-5.063
NCPR_MOUSE	-5.0751
CP2A5_MOUSE	-3.7635
TIF1B_MOUSE	-4.7329
UBC12_MOUSE	-5.264
APOA2_MOUSE	-2.3015
CISY_MOUSE	-5.1947
PSB4_MOUSE	-5.2169
SQRD_MOUSE	-4.7392
ADHX_MOUSE	-5.0986
CP2DQ_MOUSE	-4.8417
TRAP1_MOUSE	-5.0225
SNAA_MOUSE	-5.1477
VATB2_MOUSE	-2.8648
ARPC2_MOUSE	-5.3218
RS9_MOUSE	-4.0211
KBL_MOUSE	-5.3117
SPTB2_MOUSE	-3.5508
APT_MOUSE	1.9848
THIC_MOUSE	-4.4663
SODM_MOUSE	-5.2473
CTNB1_MOUSE	-4.6745
PSMD2_MOUSE	-2.7839
AP2M1_MOUSE	-5.0045
LSM2_MOUSE	-4.1596
2AAA_MOUSE	-4.4783
FUBP2_MOUSE	-4.7888
RHOA_MOUSE	-2.7352
ROA0_MOUSE	-4.6603
RLA1_MOUSE	-2.9967
MGST1_MOUSE	-5.1005
RS18_MOUSE	-5.1729
COR1B_MOUSE	-3.8714
VDAC3_MOUSE	-4.8404
RL30_MOUSE	-3.4644
AP1B1_MOUSE	-4.8381
MEP50_MOUSE	-4.1261
NEDD8_MOUSE	-5.167
THIKB_MOUSE	-5.2728
FADS1_MOUSE	1.3829
SYCC_MOUSE	-5.2186
MTNB_MOUSE	-5.3873
ODPX_MOUSE	-5.0605
ACAD9_MOUSE	-5.1757
DHDH_MOUSE	-4.3361
PGAM1_MOUSE	-2.2493
GSTM2_MOUSE	-3.9757
RFA3_MOUSE	-5.3273
TNPO3_MOUSE	-5.1169
