#node	score1
GNAI3_MOUSE	-7.6516
APOH_MOUSE	-4.9747
COX5A_MOUSE	-7.3462
ARP2_MOUSE	-6.7695
DHSD_MOUSE	-2.6897
COMT_MOUSE	-7.497
ODB2_MOUSE	-7.0207
MCM7_MOUSE	-6.7363
RADI_MOUSE	-5.2639
3HAO_MOUSE	-4.2491
RAB5B_MOUSE	-0.534
RL13_MOUSE	-6.6228
DDX3X_MOUSE	-7.3859
AOXA_MOUSE	-7.2
PDIP2_MOUSE	-7.683
FTCD_MOUSE	-7.633
SYYC_MOUSE	-7.3158
SYHC_MOUSE	-6.3729
TCPG_MOUSE	-7.686
IMB1_MOUSE	-6.0293
PSA_MOUSE	-7.3194
RM10_MOUSE	-5.9485
CP51A_MOUSE	7.4435
TBB6_MOUSE	-2.4306
AFG31_MOUSE	-7.5778
ITA3_MOUSE	-7.486
PLAK_MOUSE	-5.4589
GSTT1_MOUSE	-7.451
MCA3_MOUSE	-1.3522
COASY_MOUSE	-7.6104
PABP1_MOUSE	-4.9576
CPNS1_MOUSE	-2.6748
CLPB_MOUSE	-7.2609
UBA1_MOUSE	-6.6076
EMD_MOUSE	-7.6084
BIEA_MOUSE	-5.6259
SF3A1_MOUSE	-6.6615
NDUAB_MOUSE	-6.9857
SMD1_MOUSE	-0.3515
PON1_MOUSE	-7.1404
CLPP_MOUSE	-6.7434
XPO2_MOUSE	-7.6743
YKT6_MOUSE	-6.8855
GNMT_MOUSE	-5.6908
TIM44_MOUSE	-7.339
AP2A2_MOUSE	-5.5815
APOE_MOUSE	-6.4161
APOC2_MOUSE	-0.074
CP2F2_MOUSE	-7.4672
RAB8A_MOUSE	-4.4277
CP2CT_MOUSE	-6.5599
ATPD_MOUSE	-7.5841
PPP5_MOUSE	-6.94
GLU2B_MOUSE	-7.2781
RS11_MOUSE	-6.5973
INMT_MOUSE	-4.5691
SYG_MOUSE	-4.1614
TPM4_MOUSE	0.9494
PROD_MOUSE	-7.3282
KLC4_MOUSE	-7.451
SYFA_MOUSE	-7.3815
GCDH_MOUSE	-3.8278
CALR_MOUSE	-6.971
RL8_MOUSE	-7.3442
GSTM5_MOUSE	-6.6555
GSTM4_MOUSE	0.9693
GSTM7_MOUSE	-7.3849
GSTM1_MOUSE	25.9649
EIF3G_MOUSE	-3.3714
ADH1_MOUSE	14.9497
PHB2_MOUSE	-7.0476
PTN6_MOUSE	-7.3823
RS5_MOUSE	4.508
BID_MOUSE	-7.6711
DJB11_MOUSE	7.3608
NDRG2_MOUSE	-6.9515
ETFB_MOUSE	-3.8986
MK14_MOUSE	-5.5633
U2AF2_MOUSE	-6.8661
SGTA_MOUSE	-5.2619
KAPCB_MOUSE	7.5968
CD44_MOUSE	-0.2424
WDR1_MOUSE	-4.0814
PRDX2_MOUSE	-7.3299
UFD1_MOUSE	-6.4902
THIOM_MOUSE	-7.2637
NDUS3_MOUSE	-7.3743
NCPR_MOUSE	-7.3863
CP2A5_MOUSE	-6.0747
TIF1B_MOUSE	-7.0441
UBC12_MOUSE	-7.5753
APOA2_MOUSE	-4.6127
CISY_MOUSE	-7.506
PSB4_MOUSE	-7.5282
SQRD_MOUSE	-7.0505
ADHX_MOUSE	-7.4098
CP2DQ_MOUSE	-7.153
TRAP1_MOUSE	-7.3338
SNAA_MOUSE	-7.4589
VATB2_MOUSE	-5.1761
ARPC2_MOUSE	-7.633
RS9_MOUSE	-6.3324
KBL_MOUSE	-7.623
SPTB2_MOUSE	-5.8621
APT_MOUSE	-0.3265
THIC_MOUSE	-6.7775
SODM_MOUSE	-7.5586
CTNB1_MOUSE	-6.9857
PSMD2_MOUSE	-5.0952
AP2M1_MOUSE	-7.3158
LSM2_MOUSE	-6.4709
2AAA_MOUSE	-6.7896
FUBP2_MOUSE	-7.1
RHOA_MOUSE	-5.0465
ROA0_MOUSE	-6.9716
RLA1_MOUSE	-5.3079
MGST1_MOUSE	-7.4118
RS18_MOUSE	-7.4842
COR1B_MOUSE	-6.1826
VDAC3_MOUSE	-7.1516
RL30_MOUSE	-5.7756
AP1B1_MOUSE	-7.1493
MEP50_MOUSE	-6.4374
NEDD8_MOUSE	-7.4782
THIKB_MOUSE	-7.5841
FADS1_MOUSE	-0.9284
SYCC_MOUSE	-7.5298
MTNB_MOUSE	-7.6986
ODPX_MOUSE	-7.3718
ACAD9_MOUSE	-7.4869
DHDH_MOUSE	-6.6473
PGAM1_MOUSE	-4.5606
GSTM2_MOUSE	-6.287
RFA3_MOUSE	-7.6386
TNPO3_MOUSE	-7.4281
VA0D1_MOUSE	-3.7858
ADH4_MOUSE	-6.006
NDUS2_MOUSE	-7.3565
PEA15_MOUSE	-1.9819
UD16_MOUSE	-7.4818
CYBP_MOUSE	-5.8824
NDUA2_MOUSE	-6.0772
TS101_MOUSE	-4.3844
PLMN_MOUSE	-7.283
U2AF1_MOUSE	-5.7631
M2OM_MOUSE	-6.1521
PSB1_MOUSE	-7.3815
SURF4_MOUSE	-4.0156
CMC2_MOUSE	-7.3742
GDIA_MOUSE	-6.0677
NUCG_MOUSE	-4.442
CLPX_MOUSE	-7.6516
HSP7C_MOUSE	-7.2872
ACDSB_MOUSE	-7.5504
CAZA2_MOUSE	-7.6888
BHMT2_MOUSE	-6.9739
DHPR_MOUSE	-4.8288
HUTI_MOUSE	-6.8018
PURA2_MOUSE	-5.8841
DHI1_MOUSE	-7.5174
ADT2_MOUSE	-5.8917
LAMP2_MOUSE	-7.5416
CUL4A_MOUSE	-3.9833
MYH9_MOUSE	-7.6516
TTL12_MOUSE	-7.4562
PSMD3_MOUSE	-6.7702
VTNC_MOUSE	-5.4698
ALDOC_MOUSE	-1.287
RL19_MOUSE	-6.728
PSD11_MOUSE	-7.6054
SOX_MOUSE	-7.0938
CRK_MOUSE	-6.6863
NB5R3_MOUSE	-3.5663
UCHL5_MOUSE	-3.5585
PSB6_MOUSE	-7.6385
PROF1_MOUSE	-7.5636
TOM34_MOUSE	-7.5416
1433B_MOUSE	-7.542
AKAP1_MOUSE	-7.5416
G3BP1_MOUSE	-5.8306
GLYC_MOUSE	-7.6738
PNPO_MOUSE	-6.9995
DYHC1_MOUSE	-6.9346
AP2B1_MOUSE	-6.856
SYRC_MOUSE	-7.6125
1433F_MOUSE	-6.7896
MDHM_MOUSE	-7.2499
VATE1_MOUSE	13.4607
